,1,0.5,0.2
2475,4-5,4.0-4.4,4.2-4.3
2476,4-5,4.0-4.4,4.0-4.1
2477,4-5,4.5-4.9,4.4-4.5
2478,4-5,4.5-4.9,4.4-4.5
2479,4-5,4.0-4.4,4.2-4.3
2480,2-3,2.5-2.9,2.4-2.5
2481,4-5,4.0-4.4,4.2-4.3
2482,4-5,4.0-4.4,4.2-4.3
2483,3-4,3.0-3.4,3.0-3.1
2484,3-4,3.5-3.9,3.6-3.7
2485,4-5,4.0-4.4,4.2-4.3
2486,4-5,4.0-4.4,4.2-4.3
2487,4-5,4.5-4.9,4.4-4.5
2488,4-5,4.0-4.4,4.4-4.5
2489,4-5,4.0-4.4,4.2-4.3
2490,2-3,2.5-2.9,2.8-2.9
2491,4-5,4.0-4.4,4.0-4.1
2492,3-4,3.0-3.4,3.2-3.3
2493,4-5,4.0-4.4,4.2-4.3
2494,4-5,4.0-4.4,4.4-4.5
2495,4-5,4.5-4.9,4.6-4.7
2496,3-4,3.5-3.9,3.8-3.9
2497,4-5,4.5-4.9,4.4-4.5
2498,3-4,3.5-3.9,3.8-3.9
2499,4-5,4.0-4.4,4.2-4.3
2500,3-4,3.5-3.9,3.8-3.9
2501,2-3,2.5-2.9,2.6-2.7
2502,4-5,4.5-4.9,4.8-4.9
2503,4-5,4.5-4.9,4.4-4.5
2504,4-5,4.5-4.9,4.6-4.7
2505,3-4,3.5-3.9,3.8-3.9
2506,4-5,4.5-4.9,4.6-4.7
2507,4-5,4.0-4.4,4.2-4.3
2508,3-4,3.5-3.9,3.6-3.7
2509,4-5,4.0-4.4,4.0-4.1
2510,4-5,4.0-4.4,4.0-4.1
2511,4-5,4.0-4.4,4.2-4.3
2512,4-5,4.5-4.9,4.4-4.5
2513,4-5,4.5-4.9,4.4-4.5
2514,4-5,4.0-4.4,4.4-4.5
2515,4-5,4.0-4.4,4.0-4.1
2516,4-5,4.5-4.9,4.6-4.7
2517,4-5,4.5-5.0,4.8-5.0
2518,4-5,4.5-4.9,4.4-4.5
2519,4-5,4.0-4.4,4.2-4.3
2520,4-5,4.5-4.9,4.6-4.7
2521,4-5,4.0-4.4,4.2-4.3
2522,4-5,4.5-4.9,4.4-4.5
2523,3-4,3.5-3.9,3.6-3.7
2524,4-5,4.5-4.9,4.4-4.5
2525,4-5,4.5-4.9,4.6-4.7
2526,3-4,3.5-3.9,3.4-3.5
2527,4-5,4.5-4.9,4.4-4.5
2528,4-5,4.0-4.4,4.4-4.5
2529,4-5,4.0-4.4,4.4-4.5
2530,4-5,4.0-4.4,4.2-4.3
2531,4-5,4.0-4.4,4.2-4.3
2532,4-5,4.5-4.9,4.4-4.5
2533,4-5,4.0-4.4,4.0-4.1
2534,4-5,4.0-4.4,4.2-4.3
2535,4-5,4.0-4.4,4.4-4.5
2536,4-5,4.5-4.9,4.4-4.5
2537,4-5,4.0-4.4,4.2-4.3
2538,4-5,4.0-4.4,4.2-4.3
2539,4-5,4.0-4.4,4.4-4.5
2540,4-5,4.0-4.4,4.0-4.1
2541,4-5,4.5-4.9,4.4-4.5
2542,4-5,4.5-4.9,4.4-4.5
2543,4-5,4.5-4.9,4.4-4.5
2544,4-5,4.5-4.9,4.4-4.5
2545,3-4,3.5-3.9,3.6-3.7
2546,4-5,4.0-4.4,4.0-4.1
2547,4-5,4.0-4.4,4.4-4.5
2548,4-5,4.0-4.4,4.2-4.3
2549,4-5,4.0-4.4,4.0-4.1
2550,4-5,4.5-4.9,4.4-4.5
2551,4-5,4.5-4.9,4.6-4.7
2552,4-5,4.0-4.4,4.0-4.1
2553,4-5,4.0-4.4,4.4-4.5
2554,4-5,4.0-4.4,4.4-4.5
2555,4-5,4.0-4.4,4.4-4.5
2556,3-4,3.5-3.9,3.6-3.7
2557,4-5,4.0-4.4,4.2-4.3
2558,3-4,3.0-3.4,3.2-3.3
2559,4-5,4.0-4.4,4.2-4.3
2560,4-5,4.0-4.4,4.0-4.1
2561,3-4,3.0-3.4,3.0-3.1
2562,2-3,2.5-2.9,2.6-2.7
2563,3-4,3.5-3.9,3.6-3.7
2564,3-4,3.5-3.9,3.4-3.5
2565,3-4,3.0-3.4,3.0-3.1
2566,4-5,4.0-4.4,4.4-4.5
2567,3-4,3.5-3.9,3.8-3.9
2568,3-4,3.5-3.9,3.8-3.9
2569,4-5,4.0-4.4,4.4-4.5
2570,4-5,4.0-4.4,4.0-4.1
2571,4-5,4.5-4.9,4.4-4.5
2572,4-5,4.0-4.4,4.2-4.3
2573,4-5,4.5-4.9,4.6-4.7
2574,4-5,4.0-4.4,4.2-4.3
2575,4-5,4.0-4.4,4.2-4.3
2576,4-5,4.5-4.9,4.4-4.5
2577,4-5,4.0-4.4,4.4-4.5
2578,4-5,4.0-4.4,4.0-4.1
2579,4-5,4.0-4.4,4.0-4.1
2580,4-5,4.0-4.4,4.2-4.3
2581,4-5,4.0-4.4,4.2-4.3
2582,4-5,4.5-4.9,4.6-4.7
2583,4-5,4.0-4.4,4.4-4.5
2584,4-5,4.5-4.9,4.6-4.7
2585,4-5,4.0-4.4,4.0-4.1
2586,4-5,4.0-4.4,4.2-4.3
2587,4-5,4.5-4.9,4.6-4.7
2588,4-5,4.0-4.4,4.4-4.5
2589,4-5,4.0-4.4,4.0-4.1
2590,3-4,3.0-3.4,3.0-3.1
2591,4-5,4.5-4.9,4.4-4.5
2592,4-5,4.5-4.9,4.4-4.5
2593,4-5,4.0-4.4,4.0-4.1
2594,4-5,4.5-4.9,4.6-4.7
2595,4-5,4.0-4.4,4.0-4.1
2596,4-5,4.0-4.4,4.2-4.3
2597,4-5,4.5-4.9,4.4-4.5
2598,4-5,4.0-4.4,4.0-4.1
2599,3-4,3.0-3.4,3.0-3.1
2600,3-4,3.5-3.9,3.8-3.9
2601,4-5,4.0-4.4,4.2-4.3
2602,4-5,4.0-4.4,4.0-4.1
2603,3-4,3.5-3.9,3.4-3.5
2604,4-5,4.0-4.4,4.4-4.5
2605,4-5,4.0-4.4,4.2-4.3
2606,4-5,4.0-4.4,4.2-4.3
2607,4-5,4.5-4.9,4.4-4.5
2608,4-5,4.5-4.9,4.4-4.5
2609,4-5,4.5-4.9,4.4-4.5
2610,4-5,4.0-4.4,4.0-4.1
2611,3-4,3.5-3.9,3.8-3.9
2612,4-5,4.0-4.4,4.2-4.3
2613,4-5,4.0-4.4,4.4-4.5
2614,4-5,4.5-4.9,4.4-4.5
2615,4-5,4.0-4.4,4.2-4.3
2616,4-5,4.0-4.4,4.2-4.3
2617,4-5,4.0-4.4,4.2-4.3
2618,3-4,3.0-3.4,3.2-3.3
2619,4-5,4.5-4.9,4.6-4.7
2620,4-5,4.0-4.4,4.2-4.3
2621,3-4,3.0-3.4,3.0-3.1
2622,4-5,4.5-4.9,4.4-4.5
2623,4-5,4.5-4.9,4.6-4.7
2624,4-5,4.0-4.4,4.2-4.3
2625,3-4,3.5-3.9,3.6-3.7
2626,4-5,4.0-4.4,4.0-4.1
2627,3-4,3.0-3.4,3.2-3.3
2628,3-4,3.0-3.4,3.2-3.3
2629,4-5,4.5-4.9,4.4-4.5
2630,4-5,4.0-4.4,4.0-4.1
2631,3-4,3.5-3.9,3.6-3.7
2632,4-5,4.5-4.9,4.6-4.7
2633,3-4,3.5-3.9,3.6-3.7
2634,4-5,4.5-4.9,4.6-4.7
2635,4-5,4.0-4.4,4.2-4.3
2636,4-5,4.0-4.4,4.2-4.3
2637,4-5,4.0-4.4,4.4-4.5
2638,4-5,4.0-4.4,4.0-4.1
2639,4-5,4.5-4.9,4.4-4.5
2640,4-5,4.0-4.4,4.4-4.5
2641,4-5,4.0-4.4,4.0-4.1
2642,4-5,4.5-4.9,4.4-4.5
2643,4-5,4.0-4.4,4.0-4.1
2644,4-5,4.0-4.4,4.2-4.3
2645,4-5,4.0-4.4,4.4-4.5
2646,4-5,4.0-4.4,4.2-4.3
2647,4-5,4.0-4.4,4.2-4.3
2648,4-5,4.5-4.9,4.4-4.5
2649,4-5,4.5-4.9,4.4-4.5
2650,4-5,4.0-4.4,4.4-4.5
2651,3-4,3.5-3.9,3.8-3.9
2652,4-5,4.5-4.9,4.4-4.5
2653,4-5,4.5-4.9,4.6-4.7
2654,3-4,3.5-3.9,3.6-3.7
2655,4-5,4.5-4.9,4.4-4.5
2656,4-5,4.0-4.4,4.2-4.3
2657,4-5,4.5-4.9,4.6-4.7
2658,4-5,4.0-4.4,4.2-4.3
2659,4-5,4.5-4.9,4.4-4.5
2660,4-5,4.5-4.9,4.4-4.5
2661,4-5,4.0-4.4,4.2-4.3
2662,3-4,3.5-3.9,3.6-3.7
2663,4-5,4.0-4.4,4.2-4.3
2664,4-5,4.5-4.9,4.6-4.7
2665,4-5,4.0-4.4,4.2-4.3
2666,4-5,4.5-4.9,4.4-4.5
2667,4-5,4.0-4.4,4.2-4.3
2668,4-5,4.0-4.4,4.0-4.1
2669,3-4,3.5-3.9,3.6-3.7
2670,4-5,4.0-4.4,4.2-4.3
2671,4-5,4.0-4.4,4.0-4.1
2672,4-5,4.0-4.4,4.2-4.3
2673,4-5,4.0-4.4,4.4-4.5
2674,4-5,4.5-5.0,4.8-5.0
2675,4-5,4.0-4.4,4.0-4.1
2676,4-5,4.0-4.4,4.4-4.5
2677,3-4,3.0-3.4,3.2-3.3
2678,4-5,4.0-4.4,4.4-4.5
2679,4-5,4.0-4.4,4.2-4.3
2680,4-5,4.0-4.4,4.0-4.1
2681,4-5,4.0-4.4,4.0-4.1
2682,3-4,3.0-3.4,3.2-3.3
2683,4-5,4.5-4.9,4.4-4.5
2684,4-5,4.5-5.0,4.8-5.0
2685,3-4,3.5-3.9,3.8-3.9
2686,4-5,4.0-4.4,4.0-4.1
2687,4-5,4.5-4.9,4.4-4.5
2688,4-5,4.0-4.4,4.2-4.3
2689,4-5,4.5-4.9,4.4-4.5
2690,4-5,4.0-4.4,4.2-4.3
2691,4-5,4.5-4.9,4.6-4.7
2692,4-5,4.5-4.9,4.4-4.5
2693,4-5,4.0-4.4,4.2-4.3
2694,3-4,3.5-3.9,3.6-3.7
2695,4-5,4.5-4.9,4.4-4.5
2696,4-5,4.5-4.9,4.6-4.7
2697,4-5,4.5-4.9,4.4-4.5
2698,3-4,3.5-3.9,3.6-3.7
2699,4-5,4.0-4.4,4.4-4.5
2700,4-5,4.0-4.4,4.2-4.3
2701,4-5,4.5-4.9,4.4-4.5
2702,4-5,4.5-4.9,4.6-4.7
2703,4-5,4.0-4.4,4.2-4.3
2704,4-5,4.0-4.4,4.2-4.3
2705,4-5,4.5-4.9,4.6-4.7
2706,3-4,3.5-3.9,3.6-3.7
2707,3-4,3.5-3.9,3.8-3.9
2708,4-5,4.0-4.4,4.0-4.1
2709,4-5,4.5-4.9,4.8-4.9
2710,3-4,3.5-3.9,3.8-3.9
2711,4-5,4.5-4.9,4.4-4.5
2712,4-5,4.0-4.4,4.0-4.1
2713,4-5,4.5-4.9,4.4-4.5
2714,4-5,4.5-4.9,4.4-4.5
2715,4-5,4.5-4.9,4.6-4.7
2716,4-5,4.5-5.0,4.8-5.0
2717,4-5,4.0-4.4,4.2-4.3
2718,4-5,4.0-4.4,4.2-4.3
2719,3-4,3.0-3.4,3.0-3.1
2720,4-5,4.0-4.4,4.4-4.5
2721,4-5,4.5-4.9,4.6-4.7
2722,4-5,4.5-4.9,4.4-4.5
2723,4-5,4.5-4.9,4.4-4.5
2724,4-5,4.5-4.9,4.6-4.7
2725,4-5,4.0-4.4,4.0-4.1
2726,4-5,4.0-4.4,4.0-4.1
2727,4-5,4.0-4.4,4.2-4.3
2728,3-4,3.0-3.4,3.2-3.3
2729,4-5,4.5-4.9,4.4-4.5
2730,4-5,4.0-4.4,4.4-4.5
2731,4-5,4.5-4.9,4.4-4.5
2732,4-5,4.0-4.4,4.4-4.5
2733,4-5,4.0-4.4,4.4-4.5
2734,4-5,4.0-4.4,4.0-4.1
2735,4-5,4.0-4.4,4.2-4.3
2736,4-5,4.5-4.9,4.4-4.5
2737,4-5,4.5-4.9,4.6-4.7
2738,4-5,4.0-4.4,4.0-4.1
2739,4-5,4.5-4.9,4.4-4.5
2740,3-4,3.0-3.4,3.2-3.3
2741,3-4,3.5-3.9,3.6-3.7
2742,4-5,4.5-4.9,4.6-4.7
2743,3-4,3.0-3.4,3.2-3.3
2744,4-5,4.0-4.4,4.0-4.1
2745,3-4,3.0-3.4,3.0-3.1
2746,4-5,4.0-4.4,4.0-4.1
2747,4-5,4.0-4.4,4.4-4.5
2748,4-5,4.0-4.4,4.2-4.3
2749,4-5,4.0-4.4,4.2-4.3
2750,3-4,3.5-3.9,3.8-3.9
2751,4-5,4.0-4.4,4.4-4.5
2752,4-5,4.5-4.9,4.6-4.7
2753,3-4,3.0-3.4,3.0-3.1
2754,3-4,3.0-3.4,3.0-3.1
2755,4-5,4.0-4.4,4.4-4.5
2756,4-5,4.0-4.4,4.4-4.5
2757,4-5,4.5-4.9,4.4-4.5
2758,3-4,3.0-3.4,3.2-3.3
2759,4-5,4.0-4.4,4.2-4.3
2760,4-5,4.0-4.4,4.4-4.5
2761,4-5,4.5-5.0,4.8-5.0
2762,4-5,4.0-4.4,4.2-4.3
2763,4-5,4.5-4.9,4.8-4.9
2764,3-4,3.5-3.9,3.6-3.7
2765,4-5,4.0-4.4,4.4-4.5
2766,4-5,4.0-4.4,4.0-4.1
2767,4-5,4.5-4.9,4.6-4.7
2768,3-4,3.5-3.9,3.6-3.7
2769,4-5,4.0-4.4,4.4-4.5
2770,3-4,3.0-3.4,3.2-3.3
2771,3-4,3.5-3.9,3.6-3.7
2772,4-5,4.0-4.4,4.0-4.1
2773,4-5,4.0-4.4,4.0-4.1
2774,4-5,4.0-4.4,4.4-4.5
2775,4-5,4.0-4.4,4.2-4.3
2776,3-4,3.5-3.9,3.6-3.7
2777,4-5,4.5-4.9,4.4-4.5
2778,2-3,2.5-2.9,2.8-2.9
2779,3-4,3.5-3.9,3.6-3.7
2780,4-5,4.0-4.4,4.2-4.3
2781,4-5,4.5-4.9,4.6-4.7
2782,4-5,4.5-4.9,4.4-4.5
2783,3-4,3.5-3.9,3.6-3.7
2784,4-5,4.5-4.9,4.4-4.5
2785,4-5,4.5-4.9,4.4-4.5
2786,4-5,4.5-4.9,4.4-4.5
2787,4-5,4.0-4.4,4.2-4.3
2788,4-5,4.0-4.4,4.4-4.5
2789,4-5,4.0-4.4,4.0-4.1
2790,4-5,4.0-4.4,4.2-4.3
2791,4-5,4.0-4.4,4.0-4.1
2792,3-4,3.5-3.9,3.6-3.7
2793,4-5,4.5-4.9,4.4-4.5
2794,4-5,4.5-5.0,4.8-5.0
2795,4-5,4.5-4.9,4.4-4.5
2796,4-5,4.0-4.4,4.2-4.3
2797,4-5,4.5-4.9,4.4-4.5
2798,4-5,4.0-4.4,4.4-4.5
2799,3-4,3.0-3.4,3.0-3.1
2800,4-5,4.5-4.9,4.4-4.5
2801,4-5,4.0-4.4,4.2-4.3
2802,4-5,4.0-4.4,4.2-4.3
2803,3-4,3.5-3.9,3.8-3.9
2804,4-5,4.5-4.9,4.4-4.5
2805,4-5,4.5-5.0,4.8-5.0
2806,4-5,4.5-4.9,4.4-4.5
2807,4-5,4.0-4.4,4.0-4.1
2808,4-5,4.0-4.4,4.0-4.1
2809,4-5,4.5-4.9,4.6-4.7
2810,4-5,4.5-4.9,4.6-4.7
2811,4-5,4.0-4.4,4.4-4.5
2812,4-5,4.0-4.4,4.0-4.1
2813,4-5,4.0-4.4,4.4-4.5
2814,4-5,4.0-4.4,4.2-4.3
2815,4-5,4.5-4.9,4.6-4.7
2816,4-5,4.5-5.0,4.8-5.0
2817,3-4,3.5-3.9,3.8-3.9
2818,4-5,4.5-4.9,4.6-4.7
2819,2-3,2.5-2.9,2.6-2.7
2820,3-4,3.5-3.9,3.6-3.7
2821,3-4,3.5-3.9,3.6-3.7
2822,4-5,4.5-4.9,4.6-4.7
2823,4-5,4.5-4.9,4.4-4.5
2824,4-5,4.0-4.4,4.2-4.3
2825,3-4,3.5-3.9,3.6-3.7
2826,3-4,3.5-3.9,3.8-3.9
2827,4-5,4.0-4.4,4.0-4.1
2828,4-5,4.5-4.9,4.4-4.5
2829,4-5,4.0-4.4,4.2-4.3
2830,4-5,4.0-4.4,4.2-4.3
2831,4-5,4.5-4.9,4.6-4.7
2832,4-5,4.5-4.9,4.6-4.7
2833,4-5,4.0-4.4,4.0-4.1
2834,3-4,3.5-3.9,3.8-3.9
2835,4-5,4.0-4.4,4.2-4.3
2836,4-5,4.0-4.4,4.2-4.3
2837,4-5,4.0-4.4,4.2-4.3
2838,3-4,3.5-3.9,3.6-3.7
2839,3-4,3.5-3.9,3.6-3.7
2840,4-5,4.0-4.4,4.2-4.3
2841,4-5,4.5-4.9,4.4-4.5
2842,4-5,4.0-4.4,4.0-4.1
2843,4-5,4.5-4.9,4.4-4.5
2844,4-5,4.0-4.4,4.2-4.3
2845,4-5,4.0-4.4,4.4-4.5
2846,4-5,4.0-4.4,4.4-4.5
2847,4-5,4.0-4.4,4.2-4.3
2848,4-5,4.5-4.9,4.4-4.5
2849,4-5,4.5-4.9,4.4-4.5
2850,4-5,4.0-4.4,4.2-4.3
2851,4-5,4.0-4.4,4.2-4.3
2852,4-5,4.0-4.4,4.2-4.3
2853,3-4,3.5-3.9,3.8-3.9
2854,4-5,4.5-4.9,4.6-4.7
2855,4-5,4.0-4.4,4.4-4.5
2856,4-5,4.0-4.4,4.0-4.1
2857,2-3,2.0-2.4,2.0-2.1
2858,4-5,4.0-4.4,4.0-4.1
2859,4-5,4.0-4.4,4.0-4.1
2860,4-5,4.5-4.9,4.6-4.7
2861,4-5,4.0-4.4,4.2-4.3
2862,4-5,4.0-4.4,4.0-4.1
2863,4-5,4.5-4.9,4.6-4.7
2864,4-5,4.0-4.4,4.0-4.1
2865,4-5,4.5-5.0,4.8-5.0
2866,4-5,4.5-4.9,4.4-4.5
2867,4-5,4.5-4.9,4.4-4.5
2868,4-5,4.5-4.9,4.4-4.5
2869,4-5,4.0-4.4,4.2-4.3
2870,4-5,4.5-4.9,4.4-4.5
2871,4-5,4.0-4.4,4.2-4.3
2872,3-4,3.0-3.4,3.2-3.3
2873,4-5,4.0-4.4,4.4-4.5
2874,4-5,4.5-4.9,4.6-4.7
2875,4-5,4.5-5.0,4.8-5.0
2876,4-5,4.0-4.4,4.2-4.3
2877,4-5,4.5-4.9,4.6-4.7
2878,4-5,4.5-4.9,4.4-4.5
2879,4-5,4.0-4.4,4.4-4.5
2880,4-5,4.0-4.4,4.2-4.3
2881,3-4,3.5-3.9,3.6-3.7
2882,4-5,4.0-4.4,4.4-4.5
2883,3-4,3.5-3.9,3.4-3.5
2884,4-5,4.0-4.4,4.0-4.1
2885,3-4,3.5-3.9,3.4-3.5
2886,4-5,4.0-4.4,4.0-4.1
2887,4-5,4.5-4.9,4.4-4.5
2888,3-4,3.5-3.9,3.6-3.7
2889,4-5,4.5-4.9,4.4-4.5
2890,4-5,4.0-4.4,4.0-4.1
2891,4-5,4.5-4.9,4.4-4.5
2892,3-4,3.5-3.9,3.6-3.7
2893,4-5,4.0-4.4,4.0-4.1
2894,4-5,4.0-4.4,4.2-4.3
2895,4-5,4.0-4.4,4.0-4.1
2896,4-5,4.5-5.0,4.8-5.0
2897,4-5,4.5-4.9,4.4-4.5
2898,4-5,4.0-4.4,4.2-4.3
2899,4-5,4.5-4.9,4.6-4.7
2900,4-5,4.5-4.9,4.6-4.7
2901,4-5,4.0-4.4,4.4-4.5
2902,4-5,4.5-4.9,4.4-4.5
2903,4-5,4.0-4.4,4.2-4.3
2904,4-5,4.0-4.4,4.0-4.1
2905,4-5,4.5-4.9,4.4-4.5
2906,4-5,4.0-4.4,4.4-4.5
2907,3-4,3.5-3.9,3.6-3.7
2908,4-5,4.0-4.4,4.4-4.5
2909,4-5,4.0-4.4,4.0-4.1
2910,3-4,3.0-3.4,3.2-3.3
2911,4-5,4.5-4.9,4.4-4.5
2912,4-5,4.0-4.4,4.0-4.1
2913,4-5,4.0-4.4,4.0-4.1
2914,4-5,4.0-4.4,4.0-4.1
2915,4-5,4.5-4.9,4.6-4.7
2916,4-5,4.0-4.4,4.2-4.3
2917,4-5,4.0-4.4,4.0-4.1
2918,4-5,4.5-4.9,4.4-4.5
2919,4-5,4.5-4.9,4.4-4.5
2920,4-5,4.5-4.9,4.4-4.5
2921,2-3,2.0-2.4,2.2-2.3
2922,3-4,3.5-3.9,3.6-3.7
2923,4-5,4.5-4.9,4.4-4.5
2924,4-5,4.5-4.9,4.4-4.5
2925,4-5,4.0-4.4,4.4-4.5
2926,3-4,3.5-3.9,3.6-3.7
2927,4-5,4.0-4.4,4.4-4.5
2928,4-5,4.0-4.4,4.2-4.3
2929,3-4,3.5-3.9,3.8-3.9
2930,4-5,4.0-4.4,4.0-4.1
2931,3-4,3.5-3.9,3.6-3.7
2932,4-5,4.0-4.4,4.4-4.5
2933,4-5,4.5-4.9,4.6-4.7
2934,4-5,4.5-4.9,4.4-4.5
2935,4-5,4.5-4.9,4.4-4.5
2936,4-5,4.0-4.4,4.2-4.3
2937,4-5,4.0-4.4,4.2-4.3
2938,3-4,3.5-3.9,3.6-3.7
2939,4-5,4.5-4.9,4.4-4.5
2940,4-5,4.0-4.4,4.4-4.5
2941,4-5,4.0-4.4,4.2-4.3
2942,4-5,4.0-4.4,4.0-4.1
2943,1-2,1.0-1.4,1.0-1.1
2944,4-5,4.0-4.4,4.4-4.5
2945,4-5,4.0-4.4,4.4-4.5
2946,4-5,4.0-4.4,4.4-4.5
2947,4-5,4.0-4.4,4.0-4.1
2948,4-5,4.0-4.4,4.4-4.5
2949,4-5,4.0-4.4,4.0-4.1
2950,4-5,4.5-4.9,4.4-4.5
2951,4-5,4.0-4.4,4.2-4.3
2952,3-4,3.5-3.9,3.6-3.7
2953,3-4,3.5-3.9,3.8-3.9
2954,3-4,3.5-3.9,3.6-3.7
2955,4-5,4.0-4.4,4.2-4.3
2956,4-5,4.0-4.4,4.2-4.3
2957,4-5,4.5-4.9,4.4-4.5
2958,4-5,4.5-4.9,4.4-4.5
2959,4-5,4.5-4.9,4.4-4.5
2960,3-4,3.0-3.4,3.2-3.3
2961,4-5,4.0-4.4,4.0-4.1
2962,4-5,4.0-4.4,4.2-4.3
2963,4-5,4.5-4.9,4.4-4.5
2964,4-5,4.5-4.9,4.4-4.5
2965,4-5,4.0-4.4,4.2-4.3
2966,4-5,4.5-4.9,4.4-4.5
2967,4-5,4.0-4.4,4.0-4.1
2968,4-5,4.0-4.4,4.0-4.1
2969,4-5,4.5-4.9,4.4-4.5
2970,4-5,4.5-4.9,4.4-4.5
2971,4-5,4.0-4.4,4.2-4.3
2972,4-5,4.5-4.9,4.6-4.7
2973,2-3,2.0-2.4,2.2-2.3
2974,4-5,4.5-4.9,4.4-4.5
2975,4-5,4.0-4.4,4.4-4.5
2976,4-5,4.5-4.9,4.4-4.5
2977,4-5,4.5-4.9,4.6-4.7
2978,4-5,4.0-4.4,4.2-4.3
2979,4-5,4.0-4.4,4.0-4.1
2980,4-5,4.0-4.4,4.2-4.3
2981,4-5,4.0-4.4,4.4-4.5
2982,4-5,4.0-4.4,4.2-4.3
2983,4-5,4.5-4.9,4.8-4.9
2984,1-2,1.5-1.9,1.8-1.9
2985,4-5,4.5-4.9,4.4-4.5
2986,4-5,4.0-4.4,4.0-4.1
2987,3-4,3.0-3.4,3.0-3.1
2988,4-5,4.5-4.9,4.4-4.5
2989,4-5,4.0-4.4,4.2-4.3
2990,4-5,4.5-4.9,4.6-4.7
2991,4-5,4.0-4.4,4.4-4.5
2992,4-5,4.5-4.9,4.4-4.5
2993,3-4,3.5-3.9,3.6-3.7
2994,3-4,3.5-3.9,3.4-3.5
2995,4-5,4.5-4.9,4.4-4.5
2996,4-5,4.0-4.4,4.0-4.1
2997,4-5,4.0-4.4,4.0-4.1
2998,3-4,3.5-3.9,3.8-3.9
2999,4-5,4.0-4.4,4.2-4.3
3000,4-5,4.0-4.4,4.2-4.3
3001,4-5,4.0-4.4,4.4-4.5
3002,3-4,3.5-3.9,3.6-3.7
3003,4-5,4.5-4.9,4.4-4.5
3004,4-5,4.5-4.9,4.4-4.5
3005,4-5,4.0-4.4,4.4-4.5
3006,4-5,4.5-4.9,4.8-4.9
3007,4-5,4.0-4.4,4.2-4.3
3008,4-5,4.5-4.9,4.6-4.7
3009,4-5,4.5-4.9,4.4-4.5
3010,4-5,4.0-4.4,4.2-4.3
3011,4-5,4.5-4.9,4.4-4.5
3012,4-5,4.0-4.4,4.4-4.5
3013,4-5,4.5-4.9,4.4-4.5
3014,4-5,4.0-4.4,4.4-4.5
3015,4-5,4.5-4.9,4.6-4.7
3016,3-4,3.5-3.9,3.8-3.9
3017,4-5,4.0-4.4,4.4-4.5
3018,4-5,4.0-4.4,4.0-4.1
3019,3-4,3.5-3.9,3.6-3.7
3020,4-5,4.0-4.4,4.2-4.3
3021,4-5,4.0-4.4,4.4-4.5
3022,4-5,4.5-4.9,4.4-4.5
3023,4-5,4.0-4.4,4.2-4.3
3024,4-5,4.5-4.9,4.4-4.5
3025,4-5,4.5-4.9,4.4-4.5
3026,3-4,3.5-3.9,3.4-3.5
3027,3-4,3.5-3.9,3.6-3.7
3028,4-5,4.0-4.4,4.2-4.3
3029,4-5,4.0-4.4,4.4-4.5
3030,4-5,4.0-4.4,4.2-4.3
3031,4-5,4.5-5.0,4.8-5.0
3032,4-5,4.0-4.4,4.4-4.5
3033,4-5,4.5-4.9,4.4-4.5
3034,4-5,4.0-4.4,4.2-4.3
3035,4-5,4.0-4.4,4.2-4.3
3036,4-5,4.0-4.4,4.2-4.3
3037,4-5,4.0-4.4,4.0-4.1
3038,4-5,4.5-4.9,4.6-4.7
3039,4-5,4.0-4.4,4.0-4.1
3040,4-5,4.0-4.4,4.0-4.1
3041,4-5,4.5-4.9,4.6-4.7
3042,4-5,4.5-4.9,4.4-4.5
3043,4-5,4.0-4.4,4.2-4.3
3044,4-5,4.0-4.4,4.2-4.3
3045,4-5,4.0-4.4,4.2-4.3
3046,4-5,4.5-4.9,4.8-4.9
3047,4-5,4.5-4.9,4.4-4.5
3048,4-5,4.5-4.9,4.4-4.5
3049,3-4,3.5-3.9,3.6-3.7
3050,3-4,3.0-3.4,3.0-3.1
3051,4-5,4.0-4.4,4.2-4.3
3052,4-5,4.5-4.9,4.4-4.5
3053,4-5,4.0-4.4,4.0-4.1
3054,4-5,4.0-4.4,4.4-4.5
3055,4-5,4.0-4.4,4.4-4.5
3056,3-4,3.5-3.9,3.4-3.5
3057,4-5,4.5-5.0,4.8-5.0
3058,3-4,3.5-3.9,3.8-3.9
3059,4-5,4.0-4.4,4.2-4.3
3060,4-5,4.5-5.0,4.8-5.0
3061,4-5,4.5-4.9,4.6-4.7
3062,4-5,4.0-4.4,4.4-4.5
3063,4-5,4.5-4.9,4.4-4.5
3064,4-5,4.5-4.9,4.4-4.5
3065,4-5,4.0-4.4,4.2-4.3
3066,4-5,4.0-4.4,4.0-4.1
3067,4-5,4.0-4.4,4.0-4.1
3068,4-5,4.5-4.9,4.4-4.5
3069,4-5,4.5-4.9,4.4-4.5
3070,3-4,3.0-3.4,3.2-3.3
3071,3-4,3.5-3.9,3.8-3.9
3072,3-4,3.0-3.4,3.2-3.3
3073,4-5,4.0-4.4,4.2-4.3
3074,4-5,4.0-4.4,4.2-4.3
3075,4-5,4.0-4.4,4.4-4.5
3076,4-5,4.0-4.4,4.4-4.5
3077,4-5,4.0-4.4,4.2-4.3
3078,4-5,4.0-4.4,4.4-4.5
3079,4-5,4.5-4.9,4.4-4.5
3080,4-5,4.0-4.4,4.4-4.5
3081,4-5,4.5-4.9,4.6-4.7
3082,4-5,4.0-4.4,4.2-4.3
